Account Name,Type,18 Digit ID,Account ID,LE ID,Artist Name (pka or dba),Company Name,Legal Name,Primary Contact First Name,Primary Contact Last Name
Relly Made,Artist,0011I00000lX63cQAC,0011I00000lX63c,176684,Relly Made,,,,
JD Pantoja,Artist,0011I00000lXC3UQAW,0011I00000lXC3U,175464,JD Pantoja,,,,
Borleone,Artist,0011I00000lXJVoQAO,0011I00000lXJVo,168053,Borleone,,,,
Keezah,Artist,0011I00000lXJWhQAO,0011I00000lXJWh,176701,Keezah,,,,
Kayvo,Artist,0011I00000lXJdbQAG,0011I00000lXJdb,176708,Kayvo,,,,
Monyae,Artist,0011I00000lXJeAQAW,0011I00000lXJeA,177490,Monyae,,,,
Kev Decor,Artist,0011I00000lXKz6QAG,0011I00000lXKz6,,Kev Decor,,,,
Blesiv,Artist,0011I00000lXLlnQAG,0011I00000lXLln,173764,Blesiv,,,,
MDMA,Artist,0011I00000lXSf4QAG,0011I00000lXSf4,155398,MDMA,,,,
Dee Gomes,Artist,0011I00000lXaWoQAK,0011I00000lXaWo,,Dee Gomes,,,,
Jonny Hopkins,Artist,0011I00000lXaaqQAC,0011I00000lXaaq,,Jonny Hopkins,,,,
Renee Phoenix,Artist,0011I00000lXdyAQAS,0011I00000lXdyA,189018,Renee Phoenix,,,,
David Dobrick,Artist,0011I00000lXhh6QAC,0011I00000lXhh6,,David Dobrick,,,,
MoneyBagg Yo,Artist,0011I00000lXiO7QAK,0011I00000lXiO7,289730,MoneyBagg Yo,,,,
Ki,Artist,0011I00000lXiOHQA0,0011I00000lXiOH,231995,Ki,,,Sh’kineh,Grace Boursiquot
Jack Bruno,Artist,0011I00000lXiPUQA0,0011I00000lXiPU,186889,Jack Bruno,,,,
KSK Records,Record Label,0011I00000lXierQAC,0011I00000lXier,232004,,KSK Records,,,
"MattDugan Records, LLC",Artist,0011I00000lXj3jQAC,0011I00000lXj3j,294993,"MattDugan Records, LLC",,,,
Haywyre,Artist,0011I00000lXnr2QAC,0011I00000lXnr2,179268,Haywyre,,,,
I Told You So Records,Artist,0011I00000lXqEiQAK,0011I00000lXqEi,220464,I Told You So Records,,,,
C Bane,Artist,0011I00000lXwCjQAK,0011I00000lXwCj,179002,C Bane,,,,
Loren Gray,Artist,0011I00000lY3LhQAK,0011I00000lY3Lh,180700,Loren Gray,,,,
Perfect Driver Music,Artist,0011I00000lY5uMQAS,0011I00000lY5uM,179201,Perfect Driver Music,,,,
Sylvan LaCue,Artist,0011I00000lYEagQAG,0011I00000lYEag,108088,Sylvan LaCue,,,,
Elvy The God,Artist,0011I00000lYG1FQAW,0011I00000lYG1F,301532,Elvy The God,,,,
Adrian Gariba,Artist,0011I00000lYG6AQAW,0011I00000lYG6A,185412,Adrian Gariba,,,,
House of Hustle Ltd.,Publisher,0011I00000lYKrfQAG,0011I00000lYKrf,179108,,House of Hustle Ltd.,Patrik Stedt,,
Killa Twan,Artist,0011I00000lYMQRQA4,0011I00000lYMQR,,Killa Twan,,,,
1010 (MPM Productions LLC),Artist,0011I00000lYMTBQA4,0011I00000lYMTB,,1010,MPM Productions LLC,,,
SEXTON,Artist,0011I00000lYMj7QAG,0011I00000lYMj7,157625,SEXTON,,,,
Dilip,Artist,0011I00000lYRYKQA4,0011I00000lYRYK,404741,Dilip,,,,
Otxhello,Artist,0011I00000lYRaGQAW,0011I00000lYRaG,,Otxhello,,,,
Night Lovell,Artist,0011I00000lYSvMQAW,0011I00000lYSvM,,Night Lovell,,,,
Treehouse VHT,Record Label,0011I00000lYTDzQAO,0011I00000lYTDz,82570,,,,,
Vereena,Artist,0011I00000lYayrQAC,0011I00000lYayr,178451,Vereena,,,,
Devenity,Artist,0011I00000lYb9kQAC,0011I00000lYb9k,181001,Devenity Perkins,,,,
Vel Nine (FKA Vel The Wonder),Artist,0011I00000lYg1tQAC,0011I00000lYg1t,179267,Vel Nine,,,,
Blessed,Artist,0011I00000lYgPFQA0,0011I00000lYgPF,181760,Blessed,,,,
Kyngs,Artist,0011I00000lYhBbQAK,0011I00000lYhBb,191964,Kyngs,,,,
Say Cheese TV/Se Lavi Productions,Artist,0011I00000lYhMxQAK,0011I00000lYhMx,"282662, 183293",Say Cheese TV/Se Lavi Productions,,,,
HookShot Kareem,Artist,0011I00000lYhmuQAC,0011I00000lYhmu,140430,HookShot Kareem,,,,
Fyndii Man,Artist,0011I00000lYhnYQAS,0011I00000lYhnY,262847,Fyndii Man,,,,
BullyBxndit,Artist,0011I00000lYhnsQAC,0011I00000lYhns,202561,BullyBxndit,,,,
Alaina Castillo,Artist,0011I00000lYoIVQA0,0011I00000lYoIV,228027,Alaina Castillo,,,,
Nico $avage,Artist,0011I00000lYoOxQAK,0011I00000lYoOx,,Nico $avage,,,,
Tammy Rivera,Artist,0011I00000lYsrEQAS,0011I00000lYsrE,243459,Tammy Rivera,,,,
Yung Lando,Artist,0011I00000lYvOXQA0,0011I00000lYvOX,179679,Yung Lando,,,,
Sebastian Javier,Artist,0011I00000nEnNkQAK,0011I00000nEnNk,183485,Sebastian Javier,,,,
Waka Flocka Flame,Artist,0011I00000nEoyxQAC,0011I00000nEoyx,113556,Waka Flocka Flame,,,,
DJ Shon,Artist,0011I00000nEtPDQA0,0011I00000nEtPD,182678,DJ Shon,,,,
Dubstep uNk,Musician,0011I00000nEueqQAC,0011I00000nEueq,183117,Dubstep uNk,,,,
DJ Ron,Artist,0011I00000nExc0QAC,0011I00000nExc0,191106,DJ Ron,,,,
Molly Moore,Artist,0011I00000nF8NcQAK,0011I00000nF8Nc,144130,Molly Moore,,,,
Artistaria Agência Produtora Eireli,Record Label,0011I00000nF9t2QAC,0011I00000nF9t2,,,Artistaria Agência Produtora Eireli,,,
Yung Honcho,Artist,0011I00000nFA3YQAW,0011I00000nFA3Y,185479,Yung Honcho,,,,
Lil Rod Productions,Record Label,0011I00000nFDJIQA4,0011I00000nFDJI,,Lil Rod,,,,
Alexandra DeMattia,Artist,0011I00000nFDJXQA4,0011I00000nFDJX,189343,Alexandra DeMattia,,,,
Cdot Honcho,Artist,0011I00000nFLYwQAO,0011I00000nFLYw,,Cdot Honcho,,,,
YBFent,Record Label,0011I00000nG0yJQAS,0011I00000nG0yJ,186596,,YBF Ent LLC,Clarence beloch,,
Integral Studio,Artist,0011I00000nG3cwQAC,0011I00000nG3cw,,Integral Studio,,,,
Mr. 704,Artist,0011I00000nG40yQAC,0011I00000nG40y,,Mr. 704,,,,
SwaySounnds,Artist,0011I00000nGKIcQAO,0011I00000nGKIc,184939,SwaySounnds,,Jae Butt,,
Alien Boyz,Artist,0011I00000nGL20QAG,0011I00000nGL20,186726,Alien Boyz,,,,
Heart Of The City Films,Artist,0011I00000nGL3cQAG,0011I00000nGL3c,,Heart Of The City Films,,,,
Sonic Visions,Artist,0011I00000nGN7GQAW,0011I00000nGN7G,,Idir Amazigh Bouyoucef,,Sonic Visions LLC,,
Tim DeLaGhetto,Artist,0011I00000nGWWKQA4,0011I00000nGWWK,184522,Tim DeLaGhetto,,,,
Hamish Anderson,Artist,0011I00000nGXERQA4,0011I00000nGXER,185062,Hamish Anderson,,,,
Tiesto,Artist,0011I00000nGYTkQAO,0011I00000nGYTk,,Tiesto,,,,
Joyryde,Artist,0011I00000nGYUdQAO,0011I00000nGYUd,184713,Joyryde,,,,
W&W,Artist,0011I00000nGgTuQAK,0011I00000nGgTu,,W&W,,,,
Myles Lloyd,Artist,0011I00000nGh6vQAC,0011I00000nGh6v,198197,Myles Lloyd,,Myles Maurice Lloyd-Edmond,,
Trippy Chapo,Artist,0011I00000nGjZ1QAK,0011I00000nGjZ1,,Trippy Chapo,,,,
HKN Music,Artist,0011I00000nGk5DQAS,0011I00000nGk5D,,HKN Music,,,,
B Red,Artist,0011I00000nGkLwQAK,0011I00000nGkLw,,B Red,,,,
Davido,Artist,0011I00000nGkMGQA0,0011I00000nGkMG,,Davido,,,,
Sina Rambo,Artist,0011I00000nGkMfQAK,0011I00000nGkMf,298003,Sina Rambo,,,,
Moy Baun,Artist,0011I00000nGkZ7QAK,0011I00000nGkZ7,402941,Moy Baun,,,,
ALRT Music,Artist,0011I00000nGy1ZQAS,0011I00000nGy1Z,200199,ALRT Music,,,,
Kiddo Marv,Artist,0011I00000nH08sQAC,0011I00000nH08s,187241,Kiddo Marv,,,,
Nomii,Artist,0011I00000nH0CfQAK,0011I00000nH0Cf,190871,Nomii,,,,
Julian Morgan,Artist,0011I00000nH6uHQAS,0011I00000nH6uH,,Julian Morgan,,,,
Raxx,Artist,0011I00000nH7roQAC,0011I00000nH7ro,202551,Raxx,,"Auztin Blount,",,
Slim Santana,Artist,0011I00000nZwF6QAK,0011I00000nZwF6,186808,Slim Santana,,,,
MANILA GREY,Artist,0011I00000nZwGdQAK,0011I00000nZwGd,152257,MANILA GREY,,,,
RicoSoDope,Artist,0011I00000nZwYEQA0,0011I00000nZwYE,,RicoSoDope,,,,
Mayne Mannish,Artist,0011I00000nZxHtQAK,0011I00000nZxHt,184728,Mayne Mannish,,,,
T's Box Records,Record Label,0011I00000na2cGQAQ,0011I00000na2cG,,,T's Box Records,,,
Superare Music Group,Record Label,0011I00000na6aaQAA,0011I00000na6aa,,,,,,
12TilDee,Artist,0011I00000na7K2QAI,0011I00000na7K2,181368,12TilDee,,Duntea Drevon Davis,,
F L A C O,Artist,0011I00000naDnOQAU,0011I00000naDnO,182421,F L A C O,,,,
SSG Splurge,Artist,0011I00000naFpzQAE,0011I00000naFpz,214277,SSG Splurge,,,,
JAMES (James Lee),Artist,0011I00000naFqiQAE,0011I00000naFqi,181009,JAMES (James Lee),,,,
The Tins,Artist,0011I00000naGDPQA2,0011I00000naGDP,123944,The Tins,,,,
Donn Robb,Artist,0011I00000naLvvQAE,0011I00000naLvv,181370,Donn Robb,,,,
Indah Songs & Kechil Songs,Band,0011I00000naMObQAM,0011I00000naMOb,,Indah Songs & Kechil Songs,,,,
Tay Money,Artist,0011I00000naMhmQAE,0011I00000naMhm,180683,Tay Money,,Taylor Watson,Taylor,Watson
Disco Fries,Artist,0011I00000naQjTQAU,0011I00000naQjT,,Disco Fries,,,,
Pio,Artist,0011I00000naSWKQA2,0011I00000naSWK,,Pio,,,,
Aplus Records,Artist,0011I00000naSiIQAU,0011I00000naSiI,,Aplus Records,,,,
Hylan Starr,Artist,0011I00000nacY3QAI,0011I00000nacY3,181152,Hylan Starr,,,,
Danny Tracks,Artist,0011I00000nacj9QAA,0011I00000nacj9,182257,Danny Tracks,,,,
Rucci,Artist,0011I00000nadWmQAI,0011I00000nadWm,,Rucci,,,,
J - Tek,Artist,0011I00000nadZWQAY,0011I00000nadZW,,J - Tek,,,,
Boeboe,Artist,0011I00000nagMaQAI,0011I00000nagMa,191172,Boeboe,,,,
2FeetBino,Artist,0011I00000naklGQAQ,0011I00000naklG,,2FeetBino,,,,
Drayco McCoy,Artist,0011I00000nakrtQAA,0011I00000nakrt,,Drayco McCoy,,,,
Quin NFN,Artist,0011I00000nawkJQAQ,0011I00000nawkJ,184639,Quin NFN,,,,
Elena Cruz-Nichipor,Artist,0011I00000nayMkQAI,0011I00000nayMk,,Elena Cruz-Nichipor,,,,
SwuM,Artist,0011I00000nayiKQAQ,0011I00000nayiK,181740,SwuM,,,,
Bobbi Storm,Artist,0011I00000nb361QAA,0011I00000nb361,181776,Bobbi Storm,,,,
1 + 1 Management,Artist,0011I00000nb4iMQAQ,0011I00000nb4iM,,1 + 1 Management,,,,
QLF Records,Record Label,0011I00000nb560QAA,0011I00000nb560,246673,,,,,
Syph,Artist,0011I00000nbSydQAE,0011I00000nbSyd,,Syph,,,,
Label Deep Tech,Record Label,0011I00000nbUO3QAM,0011I00000nbUO3,,,,,,
Redux Saints,Artist,0011I00000nbUTzQAM,0011I00000nbUTz,,Redux Saints,,,,
Placebo eFx,Artist,0011I00000nbUUnQAM,0011I00000nbUUn,184712,Placebo eFx,,,,
Richy Samo,Artist,0011I00000nbY46QAE,0011I00000nbY46,182840,Richy Samo,,,,
Feltone,Artist,0011I00000nbgEFQAY,0011I00000nbgEF,,Feltone,,,,
Lil $horty,Artist,0011I00000nbh8ZQAQ,0011I00000nbh8Z,127310,BrrrBerryShorty,,,,
MO3,Artist,0011I00000nbhlbQAA,0011I00000nbhlb,173456,MO3,,,,
Hardbody / Hardbody B-Eazy,Artist,0011I00000nbswVQAQ,0011I00000nbswV,,Hardbody / Hardbody B-Eazy,,Jackie Plant Jr,,
Marty Grimes,Artist,0011I00000nbtoCQAQ,0011I00000nbtoC,163558,Marty Grimes,,,,
Genesis Music Distribution,Artist,0011I00000pUlHTQA0,0011I00000pUlHT,186802,Genesis Music Distribution,,,,
JHE Rooga,Artist,0011I00000pUnzIQAS,0011I00000pUnzI,193242,JHE Rooga,,,,
ImJusForeign,Artist,0011I00000pUnzhQAC,0011I00000pUnzh,209367,ImJusForeign,,,,
Neffex,Artist,0011I00000pUoINQA0,0011I00000pUoIN,140426,Neffex,,,,
Voochie P,Artist,0011I00000pUpaAQAS,0011I00000pUpaA,189373,Voochie P,,,,
Sancho Saucy,Artist,0011I00000pUpbhQAC,0011I00000pUpbh,154298,Sancho Saucy,,,,
Peso Peso,Artist,0011I00000pUpcVQAS,0011I00000pUpcV,184457,Peso Peso,,Mario Herrera Jr,,
Killah Dre,Artist,0011I00000pUpd9QAC,0011I00000pUpd9,189369,Killah Dre,,,,
Sauce Gohan,Artist,0011I00000pUpddQAC,0011I00000pUpdd,173035,Sauce Gohan,,,,
Sauce Brazy,Artist,0011I00000pUpdsQAC,0011I00000pUpds,189371,Sauce Brazy,,,,
Big Baby Flava,Artist,0011I00000pUpeRQAS,0011I00000pUpeR,173031,Big Baby Flava,,,,
Maserati Jay,Artist,0011I00000pUpfKQAS,0011I00000pUpfK,188893,Maserati Jay,,,,
Big Jump,Artist,0011I00000pUpfoQAC,0011I00000pUpfo,189475,Big Jump,,,,
Jrag 2X,Writer,0011I00000pUpgXQAS,0011I00000pUpgX,189476,Jrag 2X,,,JEREMY,RAGLAND
Iceman Chamberlain,Artist,0011I00000pUpj8QAC,0011I00000pUpj8,189477,Iceman Chamberlain,,,,
Sauce Samurai,Artist,0011I00000pUpjSQAS,0011I00000pUpjS,189478,Sauce Samurai,,,,
Quad Woofer,Artist,0011I00000pUpjcQAC,0011I00000pUpjc,189479,Quad Woofer,,,,
Dani Noe,Artist,0011I00000pUvSXQA0,0011I00000pUvSX,174561,Dani Noe,,,,
Spadez,Artist,0011I00000pUvcmQAC,0011I00000pUvcm,233127,Spadez,,,,
Liz Asaro,Artist,0011I00000pUxaxQAC,0011I00000pUxax,,Liz Asaro,,,,
Lil Eddie,Artist,0011I00000pV4VIQA0,0011I00000pV4VI,,Lil' Eddie,,Edwin Serrano,,
Trillogy,Artist,0011I00000pVNoJQAW,0011I00000pVNoJ,,Trillogy,,,,
Freekey Zekey,Artist,0011I00000pVOxfQAG,0011I00000pVOxf,85127,Freekey Zekey,,,,
Jim Jones,Artist,0011I00000pVOyiQAG,0011I00000pVOyi,173038,Jim Jones,,,,
Cam'ron,Artist,0011I00000pVOyxQAG,0011I00000pVOyx,,Cam'ron,,,,
Kenia Os,Artist,0011I00000pVTjTQAW,0011I00000pVTjT,140638,Kenia Os,,,,
Brandun Deshay,Artist,0011I00000pVUA3QAO,0011I00000pVUA3,203699,Brandun Deshay,,,,
ETHEREAL,Artist,0011I00000q8YrDQAU,0011I00000q8YrD,,ETHEREAL,,,,
$tylo,Artist,0011I00000q8Yu7QAE,0011I00000q8Yu7,313519,$tylo,,,,
HARBER,Artist,0011I00000q8aIlQAI,0011I00000q8aIl,185294,HARBER,,Harrison Berman,,
DGainz,Artist,0011I00000q8aRZQAY,0011I00000q8aRZ,292931,DGainz,,,,
LPB Poody,Artist,0011I00000q8jlAQAQ,0011I00000q8jlA,120088,LPB Poody,,,,
Chuuwee,Artist,0011I00000q8u2cQAA,0011I00000q8u2c,185688,Chuuwee,,,,
Buddah Bands,Artist,0011I00000q8u92QAA,0011I00000q8u92,186599,Buddah Bands,,,,
KTOE,Artist,0011I00000q94pSQAQ,0011I00000q94pS,185974,KTOE,,,,
SuecoTheChild,Artist,0011I00000q9749QAA,0011I00000q9749,193501,SuecoTheChild,,,,
Swank,Artist,0011I00000q974TQAQ,0011I00000q974T,189196,Swank,,Garrett Spurlock,,
Denim Daddy,Artist,0011I00000q974iQAA,0011I00000q974i,112262,Denim Daddy,,,,
FaZe Rug,Artist,0011I00000q9BTaQAM,0011I00000q9BTa,,FaZe Rug,,,,
1TakeQuan,Artist,0011I00000q9RRQQA2,0011I00000q9RRQ,186947,1TakeQuan,,,,
Hoodnews,Artist,0011I00000q9TBuQAM,0011I00000q9TBu,,Hoodnews,,,,
Roddy Ricch,Artist,0011I00000q9qIWQAY,0011I00000q9qIW,196193,Roddy Ricch,,,,
Peyote,Artist,0011I00000qAC0XQAW,0011I00000qAC0X,,Peyote,,,,
Rapta,Artist,0011I00000qAEKtQAO,0011I00000qAEKt,,Rapta,,,,
Diego Val,Artist,0011I00000qAKQaQAO,0011I00000qAKQa,188285,Diego Val,,,,
Enzo Mcfly,Artist,0011I00000qAL4yQAG,0011I00000qAL4y,176802,Enzo Mcfly,,,,
Jayden Bartels,Artist,0011I00000qASWsQAO,0011I00000qASWs,218917,Jayden Bartels,,,,
JORDY,Artist,0011I00000qATTWQA4,0011I00000qATTW,,JORDY,,,,
Best Kept Secret,Artist,0011I00000qAUqBQAW,0011I00000qAUqB,230288,Best Kept Secret,,,,
Young Fanatic,Artist,0011I00000sv4FcQAI,0011I00000sv4Fc,190457,Young Fanatic,,,,
Rah Swish,Artist,0011I00000sv7JuQAI,0011I00000sv7Ju,83400,Rah Swish,,,,
Skud Newbie,Artist,0011I00000svD6UQAU,0011I00000svD6U,188319,Skud Newbie,,,,
Steven Lee / Studio NES,Writer,0011I00000svDWdQAM,0011I00000svDWd,192789,Steven Lee / Studio NES,,,LANCE,BLEDSOE
PresidentofUgly,Artist,0011I00000tN0MKQA0,0011I00000tN0MK,119261,PresidentofUgly,,,,
CHXPO,Artist,0011I00000tN10cQAC,0011I00000tN10c,,CHXPO,,,,
Flyy Dizz,Artist,0011I00000tN129QAC,0011I00000tN129,188498,Flyy Dizz,,,,
Lovele$$,Artist,0011I00000tN5hPQAS,0011I00000tN5hP,,Lovele$$,,,,
Visto,Artist,0011I00000tN5osQAC,0011I00000tN5os,220161,Visto,,,Travis,Shelton
Jonny Gold,Artist,0011I00000tN5rmQAC,0011I00000tN5rm,190127,Jonny Gold,,,,
Samica,Artist,0011I00000tN60gQAC,0011I00000tN60g,199082,Samica,,,,
Dirty Glove Bastard,Artist,0011I00000tN6R7QAK,0011I00000tN6R7,312069,Dirty Glove Bastard,,,,
Dynamite Dylan,Artist,0011I00000tN8vFQAS,0011I00000tN8vF,189485,Dynamite Dylan,,Dylan Friedlinghaus,,
Benn,Artist,0011I00000tNFXDQA4,0011I00000tNFXD,190033,Benn,,,,
PEEKABOO,Artist,0011I00000tNFYBQA4,0011I00000tNFYB,187344,PEEKABOO,,Matthew Lucas,Matthew,Lucas
Golden Forest Media Group,Artist,0011I00000tNS9fQAG,0011I00000tNS9f,,Golden Forest Media Group,,,,
Dre Prada,Artist,0011I00000tNXobQAG,0011I00000tNXob,189472,Dre Prada,,,,
Juelz Santana,Artist,0011I00000tNZRwQAO,0011I00000tNZRw,234485,Juelz Santana,,Laron James,,
Zeeky,Artist,0011I00000tNZeIQAW,0011I00000tNZeI,,Zeeky,,,,
Kc Da Beatmonster,Artist,0011I00000tNZecQAG,0011I00000tNZec,190124,Kc Da Beatmonster,,,Xavier,Gauthier
Lil Tecca,Artist,0011I00000tNfilQAC,0011I00000tNfil,84249,Lil Tecca,,,,
PLS&TY,Artist,0011I00000tNfivQAC,0011I00000tNfiv,,PLS&TY,,Thomas Leas,,
PayJD,Artist,0011I00000tNgYUQA0,0011I00000tNgYU,194419,PayJD,,,,
Audrey Mika Armacost,Artist,0011I00000tNldZQAS,0011I00000tNldZ,,Audrey Mika Armacost,,,,
Cheridomingo,Artist,0011I00000tNmOsQAK,0011I00000tNmOs,192000,Cheridomingo,,,,
hayleau,Artist,0011I00000tNr3yQAC,0011I00000tNr3y,,hayleau,,,,
Project Youngin,Artist,0011I00000tNzGYQA0,0011I00000tNzGY,190034,Project Youngin,,,,
Jungle Feelings,Artist,0011I00000tNzuBQAS,0011I00000tNzuB,220193,Jungle Feelings,,,,
$moove,Artist,0011I00000tOLA8QAO,0011I00000tOLA8,,$moove,,,,
Elle Danjean,Artist,0011I00000tORZaQAO,0011I00000tORZa,189454,Elle Danjean,,,,
Travis Barker,Artist,0011I00000tOSDyQAO,0011I00000tOSDy,198414,Travis Barker,,,,
Flamingeos,Artist,0011I00000tOSUGQA4,0011I00000tOSUG,189720,Flamingeos,,,,
Lil Ominous,Artist,0011I00000tOSVOQA4,0011I00000tOSVO,190613,Lil Ominous,,,,
Montana of 300,Artist,0011I00000tOTe0QAG,0011I00000tOTe0,207469,Montana of 300,,,,
Toosi,Artist,0011I00000tOZhOQAW,0011I00000tOZhO,190194,Toosi,,,,
Jstarr the Prince,Artist,0011I00000tOa2fQAC,0011I00000tOa2f,,Jstarr the Prince,,,,
Lil Wizard,Artist,0011I00000tOiQnQAK,0011I00000tOiQn,84231,Lil Wizard,,,,
ØHENRY,Artist,0011I00000tOj1sQAC,0011I00000tOj1s,,ØHENRY,,,,
GTA Cash,Artist,0011I00000tOjB6QAK,0011I00000tOjB6,,GTA Cash,,,,
Lantis,Artist,0011I00000tOn8JQAS,0011I00000tOn8J,,Lantis,,,,
Zheani,Artist,0011I00000tOnIpQAK,0011I00000tOnIp,,Zheani,,,,
Internet Money,Artist,0011I00000tOo09QAC,0011I00000tOo09,,Internet Money,,,,
Joey Fatts,Artist,0011I00000tOo4uQAC,0011I00000tOo4u,,Joey Fatts,,,,
Schlish,Artist,0011I00000tOojgQAC,0011I00000tOojg,171109,Schlish,,,,
Bonnie of 1100,Artist,0011I00000tOwYwQAK,0011I00000tOwYw,190615,Bonnie of 1100,,,,
Rhea Raj,Artist,0011I00000tOz48QAC,0011I00000tOz48,190528,Rhea Raj,,Rhea Sri Rajagopalan,,
Voldure Entertainment Group,Record Label,0011I00000tOz90QAC,0011I00000tOz90,133812,,,,,
Manda Malina,Artist,0011I00000tP7GsQAK,0011I00000tP7Gs,190203,Manda Malina,,,,
WatchJazzy,Artist,0011I00000tP7nkQAC,0011I00000tP7nk,193473,WatchJazzy,,,,
Yung Pinch,Artist,0011I00000tPArOQAW,0011I00000tPArO,191624,Yung Pinch,,,,
No1 (NOAH),Artist,0011I00000tPHJdQAO,0011I00000tPHJd,,No1 (NOAH),,,,
Dorante,Artist,0011I00000tPHLuQAO,0011I00000tPHLu,,Dorante,,,,
Baby Jayy,Artist,0011I00000tPHQYQA4,0011I00000tPHQY,179209,Baby Jayy,,,,
Lil Reek,Artist,0011I00000tPHeXQAW,0011I00000tPHeX,,Lil Reek,,,,
Samantha Lewis,Other,0011I00000tPLLAQA4,0011I00000tPLLA,82593,,,,,
No Future,Artist,0011I00000tPQMIQA4,0011I00000tPQMI,,No Future,,,,
Jay Burna,Artist,0011I00000tPUr6QAG,0011I00000tPUr6,,Jay Burna,,,,
Baby Jane,Artist,0011I00000tPYYUQA4,0011I00000tPYYU,191265,Baby Jane,,,,
Pistola,Artist,0011I00000tPZSyQAO,0011I00000tPZSy,191281,Pistola,,,,
Nikki Paige,Artist,0011I00000tPiskQAC,0011I00000tPisk,196609,Nikki Paige,,,,
ninareed,Artist,0011I00000tPkoIQAS,0011I00000tPkoI,240048,ninareed,,,,
PRXJEK,Artist,0011I00000tPlLkQAK,0011I00000tPlLk,197874,PRXJEK,,,,
SVRITE,Artist,0011I00000tPlMxQAK,0011I00000tPlMx,303650,SVRITE,,,,
Big Praise Music,Record Label,0011I00000tPmkEQAS,0011I00000tPmkE,255688,,,,,
Astroknot Sounds,Artist,0011I00000tPmzrQAC,0011I00000tPmzr,"211754, 266943",Astroknot Sounds,Astroknot Sounds,,,
Aney C,Artist,0011I00000tPnAvQAK,0011I00000tPnAv,,Aney C,,,,
GXX,Artist,0011I00000tPutlQAC,0011I00000tPutl,"201606, 210875",GXX,,,,
Boogz Boogetz,Artist,0011I00000tPvLyQAK,0011I00000tPvLy,,Boogz Boogetz,,,,
"Quantize Music Entertainment, LLC",Record Label,0011I00000tPwztQAC,0011I00000tPwzt,93759,,,,,
Parv0,Artist,0011I00000tPx08QAC,0011I00000tPx08,191431,Parv0,,,,
Davay,Artist,0011I00000tQ1asQAC,0011I00000tQ1as,,Davay,,,,
Ramsey Sound,Record Label,0011I00000tQ4AcQAK,0011I00000tQ4Ac,14442,,,,,
Merkules,Artist,0011I00000tQARwQAO,0011I00000tQARw,,Merkules,,,,
B. Lou,Artist,0011I00000tQAdEQAW,0011I00000tQAdE,179183,B. Lou,,,,
Cardo Laurent,Artist,0011I00000tQCq4QAG,0011I00000tQCq4,191564,Cardo Laurent,,,,
"DJ Lobo / Matatan Muxic, Inc",Artist,0011I00000tQES6QAO,0011I00000tQES6,133660,"DJ Lobo / Matatan Muxic, Inc",,,,
Alex Nahai,Artist,0011I00000tQEWmQAO,0011I00000tQEWm,203413,Alex Nahai,,,,
Lit Yoshi,Artist,0011I00000tQEfUQAW,0011I00000tQEfU,193275,Lit Yoshi,,,,
Joey Trap,Artist,0011I00000tQIKFQA4,0011I00000tQIKF,192753,Joey Trap,,Justin Kirkpatrick,,
Hunter Roberson,Artist,0011I00000tQKjcQAG,0011I00000tQKjc,191988,Hunter Roberson,,,,
Inanna,Artist,0011I00000tQRpgQAG,0011I00000tQRpg,196199,Inanna,,,,
Rone NFN,Artist,0011I00000tQSBvQAO,0011I00000tQSBv,209695,Rone NFN,,,,
Kill Whitey,Artist,0011I00000tQSxKQAW,0011I00000tQSxK,192014,Kill Whitey,,,,
Seven Kayne,Artist,0011I00000tQTYKQA4,0011I00000tQTYK,,Seven Kayne,,,,
AFLACKO,Artist,0011I00000tQV5aQAG,0011I00000tQV5a,193009,AFLACKO,,Anterious Ellis,,
Verbal ASE,Artist,0011I00000tQyLEQA0,0011I00000tQyLE,192201,Verbal ASE,,Adym Evans,,
Fatboy SSE,Artist,0011I00000uWGcfQAG,0011I00000uWGcf,133677,Fatboy SSE,,,,
TAOG,Artist,0011I00000uWIrwQAG,0011I00000uWIrw,193718,TAOG,,,,
Starboy,Artist,0011I00000uWJx5QAG,0011I00000uWJx5,192817,Starboy,,,,
Tapt Music Publishing,Record Label,0011I00000uWK65QAG,0011I00000uWK65,269125,,,,,
Kyle Denmead,Artist,0011I00000uWK6UQAW,0011I00000uWK6U,295997,Kyle Denmead,,,,
"The Wild Ones Management, LLC",Record Label,0011I00000uWKGdQAO,0011I00000uWKGd,,,,,,
Jean Watts,Artist,0011I00000uWKGeQAO,0011I00000uWKGe,194347,Jean Watts,,,,
Ghoulavelii,Artist,0011I00000uWOm1QAG,0011I00000uWOm1,193658,Ghoulavelii,,,,
Boys Noize,Artist,0011I00000uWktZQAS,0011I00000uWktZ,208559,Boys Noize,,,,
Sunny Malouf,Artist,0011I00000uWmINQA0,0011I00000uWmIN,193277,Sunny Malouf,,,,
LARRAY,Artist,0011I00000uWrBvQAK,0011I00000uWrBv,"210683, 457737",LARRAY,,Larri Merritt,,
Jayjay Joshua,Artist,0011I00000uWsTYQA0,0011I00000uWsTY,194978,Jayjay Joshua,,,,
Koji Kobura,Artist,0011I00000uWtvXQAS,0011I00000uWtvX,133716,Koji Kobura,,,,
Sticks,Artist,0011I00000uWuVyQAK,0011I00000uWuVy,405933,Sticks,,,,
